Date,View,Reply,Repost,Like,Bookmark,Content,URL,Answer,Reason
2024.10.25,11000000,4300,14000,86000,739,"Lara Trump, our incredibly smart and talented Republican National Committee Co-Chair who did a fantastic job this week on the “Breakfast Club” program, will be joining Governor Glenn Youngkin at a rally in the Commonwealth of Virginia this Saturday to encourage everyone to VOTE EARLY. Glenn has given the people of Virginia great confidence their vote will be SECURE and ONLY ALL LEGAL VOTES WILL BE COUNTED. In fact, Virginia early vote is looking tremendous enough for the GOP that perhaps Lara is not the only TRUMP you will see in the Commonwealth before Election Day. Stay tuned! https://swampthevoteusa.com",https://x.com/realDonaldTrump/status/1849538122113019970,Final Answer: true,"the statement accurately describes Lara Trump's position, her recent media appearance, and her participation in a Virginia rally, with subjective elements noted."
2024.10.25,20300000,10000,27000,171000,2300,"Thank you for your support against a total degenerate named John Kelly, who made up a story out of pure Trump Derangement Syndrome Hatred! This guy had two qualities, which don't work well together. He was tough and dumb. The problem is his toughness morphed into weakness, because he became JELLO with time! The story about the Soldiers was A LIE, as are numerous other stories he told. Even though I shouldn't be wasting my time with him, I always feel it's necessary to hit back in pursuit of THE TRUTH. John Kelly is a LOWLIFE, and a bad General, whose advice in the White House I no longer sought, and told him to MOVE ON! His wife once told me, at Camp David, John admires you tremendously, and when he leaves the Military, he will only speak well of you. I said, Thank you!",https://x.com/realDonaldTrump/status/1849537439720931529,Final Answer: false,"the statement contains multiple false claims regarding John Kelly's accounts and character, with some subjective opinions and unverifiable assertions."
2024.10.24,33300000,19000,68000,404000,5800,"Comrade Kamala Harris sees that she is losing, and losing badly, especially after stealing the Race from Crooked Joe Biden, so now she is increasingly raising her rhetoric, going so far as to call me Adolf Hitler, and anything else that comes to her warped mind. She is a Threat to Democracy, and not fit to be President of the United States — And her Polling so indicates!",https://x.com/realDonaldTrump/status/1849272632237056163,Final Answer: false,"the statement contains multiple false claims regarding Kamala Harris's rhetoric, the Democratic nomination process, and her polling status."
2024.10.22,24000000,12000,41000,214000,3100,"When will CBS release their Transcript of the fraudulent Interview with Comrade Kamala Harris? They changed her answer in order to make Kamala look intelligent, rather than “dumb as a rock.” This may be the Biggest Scandal in Broadcast History! CBS MUST GET THE TRANSCRIPT OUT NOW — Litigation has already started. Harris wasn't able to put two sentences together, so they completely removed her answer, and put in another one. The Public has a right to know what was changed to save this TOTALLY UNFIT Presidential Candidate from our Country's Voters. SHE IS A THREAT TO DEMOCRACY!",https://x.com/realDonaldTrump/status/1848434382148931594,Final Answer: false,"the claims that CBS deceitfully edited Vice President Harris's interview to alter her responses are unsubstantiated; the network's editing practices align with standard procedures, and there is no evidence of fabricated content."
2024.10.17,31800000,18000,56000,335000,5500,"Great job by Bret Baier in his Interview with Lyin' Kamala Harris. She has a massive and irredeemable case of TRUMP DERANGEMENT SYNDROME - So bad, in fact, that she is barely able to talk about any subject other than the man who had the best economy ever, the strongest border in history, and who just got the UNANIMOUS ENDORSEMENT OF THE U.S. Border Patrol, ME! Their Endorsement was a TREMENDOUS HONOR!!! They said that Comrade Kamala did a terrible job, the absolute worst in memory, and can't be allowed to do it again. She is also the WORST Vice President in history, but hopefully will soon be GONE. Again, congratulations to Bret Baier on a tough but very fair interview, one that clearly showed how totally incompetent Kamala is. For the good of our Nation, her inferior Cognitive ability must be tested at once!",https://x.com/realDonaldTrump/status/1846753218908307858,Final Answer: half-true,the statement accurately reflects the National Border Patrol Council's endorsement of Donald Trump but includes subjective opinions about Vice President Harris's performance and mischaracterizes the content of her interview with Bret Baier.
2024.10.17,85600000,12000,46000,280000,4700,"Kamala's support is collapsing with Black voters. Inflation is hell. Worse, their cities are being used as illegal alien dumping grounds. If Kamala gets 4 more years, the Black Community loses its political power forever because their neighborhoods will all be majority migrant.",https://x.com/realDonaldTrump/status/1846646182841385407,Final Answer: mostly-false,"while it's true that inflation has disproportionately affected Black Americans, the claims about Vice President Harris's collapsing support among Black voters and the loss of political power due to immigration are exaggerated and lack substantial evidence."
2024.10.15,35500000,28000,52000,297000,5700,"I believe it is very important that Kamala Harris pass a test on Cognitive Stamina and Agility. Her actions have led many to believe that there could be something very wrong with her. Even 60 Minutes and CBS, in order to protect Lyin' Kamala, illegally and unscrupulously replaced an answer she had given, which was totally “bonkers,” with another answer that had nothing to do with the question asked. Also, she is slow and lethargic in answering even the easiest of questions. We just went through almost four years of that, we shouldn't have to do it again!",https://x.com/realDonaldTrump/status/1845847872287424732,Final Answer: false,the claims regarding Vice President Harris's cognitive abilities and the alleged deceptive editing by CBS lack credible evidence and are refuted by available information.
2024.10.13,19100000,7100,9700,39000,4400,"Token Sale goes live on Tuesday morning, October 15th! This is YOUR chance to help shape the future of finance. Be there on Monday, October 14th at 8 AM EST for an Exclusive Spaces to learn more. Join the whitelist today and be ready for Tuesday: http://worldlibertyfinancial.com",https://x.com/realDonaldTrump/status/1845179557852377508,Final Answer: true,the statement accurately details the launch schedule and participation requirements for World Liberty Financial's token sale.
2024.10.12,31200000,18000,58000,247000,8000,"We are now known, all throughout the world, as OCCUPIED AMERICA...But to everyone here in Colorado and all across our nation, I make you this vow: November 5th, 2024 will be LIBERATION DAY in America. I will rescue Aurora and every town that has been invaded and conquered—and we will put these vicious and bloodthirsty criminals in jail or kick them the hell OUT OF OUR COUNTRY. In honor of Jocelyn Nungaray, Laken Riley, Rachel Morin, and all of the others that are dead and mortally wounded at the hands of migrants who should never have been allowed into our Country, I am announcing today that upon taking office, we will have an OPERATION AURORA at the Federal Level. To expedite removals of this savage gang, I will invoke the Alien Enemies Act of 1798 to target and dismantle every migrant criminal network operating on American Soil. No person who has inflicted the violence and terror that Kamala Harris has inflicted on this community can EVER be allowed to become President of the United States!",https://x.com/realDonaldTrump/status/1844869841087258770,Final Answer: half-true,"while specific incidents involving victims like Jocelyn Nungaray, Laken Riley, and Rachel Morin are accurately linked to individuals in the U.S. illegally, the proposed use of the Alien Enemies Act of 1798 to target all migrant criminal networks is a misapplication of the law's intended scope."
2024.10.11,31400000,11000,42000,228000,4400,"60 Minutes is a major part of the News Organization of CBS, which has just created the Greatest Fraud in Broadcast History. CBS should lose its license, and it should be bid out to the Highest Bidder, as should all other Broadcast Licenses, because they are just as corrupt as CBS—and maybe even WORSE!",https://x.com/realDonaldTrump/status/1844514602467340701,Final Answer: false,"the claim that CBS's 60 Minutes committed the Greatest Fraud in Broadcast History is unsubstantiated, and the suggestion that CBS should lose its broadcast license over this allegation lacks legal foundation."
2024.10.09,24700000,10000,26000,205000,1900,"Very proud of Melania! Her book is out Nationally, and for sale EVERYWHERE. It is really great! She was a fantastic First Lady, and shares that experience, and much more. She's also a really good writer, as she showed at the Republican National Convention with her letter, that turned out to be a sensational highlight. Perfect for Christmas. Get it NOW, and ENJOY!",https://x.com/realDonaldTrump/status/1843749941245530312,Final Answer: mostly-true,"Melania Trump's memoir was released nationally and is available through major retailers. The book shares her experiences as First Lady and more. However, evaluations of her writing skills are subjective and have received mixed reviews."
2024.10.02,26000000,5500,23000,233000,2100,"The GREAT Pete Rose just died. He was one of the most magnificent baseball players ever to play the game. He paid the price! Major League Baseball should have allowed him into the Hall of Fame many years ago. Do it now, before his funeral! DJT",https://x.com/realDonaldTrump/status/1841297685938409858,Final Answer: true,"the statement accurately reflects Pete Rose's death, his baseball achievements, and the consequences he faced, while the opinions on his Hall of Fame induction are subjective."
2024.10.02,90200000,21000,111000,602000,45000,"EVERYONE KNOWS I WOULD NOT SUPPORT A FEDERAL ABORTION BAN, UNDER ANY CIRCUMSTANCES, AND WOULD, IN FACT, VETO IT, BECAUSE IT IS UP TO THE STATES TO DECIDE BASED ON THE WILL OF THEIR VOTERS (THE WILL OF THE PEOPLE!). LIKE RONALD REAGAN BEFORE ME, I FULLY SUPPORT THE THREE EXCEPTIONS FOR RAPE, INCEST, AND THE LIFE OF THE MOTHER. I DO NOT SUPPORT THE DEMOCRATS RADICAL POSITION OF LATE TERM ABORTION LIKE, AS AN EXAMPLE, IN THE 7TH, 8TH, OR 9TH MONTH OR, IN CASE THERE IS ANY QUESTION, THE POSSIBILITY OF EXECUTION OF THE BABY AFTER BIRTH. THANK YOU FOR YOUR ATTENTION TO THIS MATTER!",https://x.com/realDonaldTrump/status/1841295548109955091,Final Answer: half-true,"Trump's claims about his own abortion policies are accurate, but his portrayal of the Democratic Party's position on late-term abortions and post-birth actions is misleading and false."
2024.10.01,19400000,6600,43000,239000,2600,"To every family that has been displaced here in Georgia, in North Carolina, and throughout the region, our hearts are with you in this hour of need. You are in our prayers today, and throughout all the long weeks that lay ahead. We love you—we are with you—and we will be back again and again… https://x.com/teamtrump/stat/TeamTrump/status/1840819094498509257/video/1",https://x.com/realDonaldTrump/status/1840825400148017462,Final Answer: uncertain,"the statement's content aligns with the events following Hurricane Helene, but the provided source link is invalid, preventing verification of its authenticity."
2024.10.01,19000000,10000,40000,208000,3100,"We are now heading to Valdosta, Georgia, in order to pay my respects and bring lots of relief material, including fuel, equipment, water, and other things, to the State. Many politicians and Law Enforcement will be there. We'll be saying hello to Franklin Graham, Burt Jones, Tyler Harper, Mike Collins, Austin Scott, Russ Goodman, Sam Watson, and the Mayor of Valdosta Scott James. They are working very hard. I was also going to stop into North Carolina, which has really been hit hard. I have a lot of supplies ready for them, but access and communication is now restricted, and we want to make sure that Local Emergency Management is able to focus on helping the people most affected, and not being concerned with me. I'll be there shortly, but don't like the reports that I'm getting about the Federal Government, and the Democrat Governor of the State, going out of their way to not help people in Republican areas. MAGA!",https://x.com/realDonaldTrump/status/1840779255786955251,Final Answer: mostly-true,"the statement correctly details the visit to Valdosta and considerations regarding North Carolina, but includes an unsubstantiated claim about partisan aid distribution."
2024.10.01,30200000,11000,19000,105000,8200,"I promised to Make America Great Again, this time with crypto. @WorldLibertyFi is planning to help make America the crypto capital of the world! The whitelist for eligible persons is officially open – this is your chance to be part of this historic moment. Join: https://worldlibertyfinancial.com",https://x.com/realDonaldTrump/status/1840772362209251611,Final Answer: true,"the statement correctly outlines Trump's crypto initiative and the opening of the whitelist for eligible participants, with the provided URL leading to the official website."
2024.09.25,46900000,30000,63000,383000,10000,"Big threats on my life by Iran. The entire U.S. Military is watching and waiting. Moves were already made by Iran that didn't work out, but they will try again. Not a good situation for anyone. I am surrounded by more men, guns, and weapons than I have ever seen before. Thank you to Congress for unanimously approving far more money to Secret Service - Zero “NO” Votes, strictly bipartisan. Nice to see Republicans and Democrats get together on something. An attack on a former President is a Death Wish for the attacker!",https://x.com/realDonaldTrump/status/1838802596066209994,Final Answer: true,"the statement accurately describes the threats from Iran, the U.S. military's vigilance, increased security measures, and the unanimous congressional approval of additional Secret Service funding."
2024.09.25,22500000,11000,43000,222000,3000,"After almost four years, Border Czar Kamala Harris has decided, for political reasons, that it's time for her to go to our broken Southern Border. What a disgrace that she waited so long, allowing millions of people to enter our Country from prisons, mental institutions, and criminal cells all over the World, not just South America, many of those coming are terrorists, and at a level never seen before! She's trying to con the public like she did a good job at the Border when, in fact, she has destroyed the very fabric of our Nation allowing 21 Million people in from places unknown. When Kamala is seen at the Border on Friday, she will pass Hundreds of Miles of Wall that was built by TRUMP, and it is Wall that WORKS! When she speaks, be advised that this woman has allowed more than 21 million people into our Country, totally unvetted, and from places unknown. They are now creating criminal havoc all throughout the Country. Every State is a Border State! When she speaks, I hope everybody remembers that she has caused our cities, towns, and Country itself, tremendous damage, and only I can fix it!",https://x.com/realDonaldTrump/status/1838780123610243192,Final Answer: mostly-false,"the statement combines some factual elements with significant exaggerations and unsupported claims, leading to a misleading portrayal of the situation."
2024.09.18,107200000,11000,40000,276000,1700,Early Voting in Pennsylvania. GO VOTE. MAKE AMERICA GREAT AGAIN!!! DJT,https://x.com/realDonaldTrump/status/1836101995444236619,Final Answer: half-true,"the statement encourages early voting, but the availability of ballots for early voting as of September 18, 2024, varied by county, and not all voters may have been able to cast their ballots at that time."
2024.09.18,50300000,28000,55000,368000,4700,"Your Automobile Insurance is up 73% — VOTE FOR TRUMP, I'LL CUT THAT NUMBER IN HALF!",https://x.com/realDonaldTrump/status/1836100511960818044,Final Answer: mostly-false,the statement exaggerates the increase in auto insurance rates and makes a promise that is beyond the direct control of a president.
2024.09.17,29600000,29000,66000,324000,7500,"The Rhetoric, Lies, as exemplified by the false statements made by Comrade Kamala Harris during the rigged and highly partisan ABC Debate, and all of the ridiculous lawsuits specifically designed to inflict damage on Joe's, then Kamala's, Political Opponent, ME, has taken politics in our Country to a whole new level of Hatred, Abuse, and Distrust. Because of this Communist Left Rhetoric, the bullets are flying, and it will only get worse! Allowing millions of people, from places unknown, to INVADE and take over our Country, is an unpardonable sin. OUR BORDERS MUST BE CLOSED, AND THE TERRORISTS, CRIMINALS, AND MENTALLY INSANE, IMMEDIATELY REMOVED FROM AMERICAN CITIES AND TOWNS, DEPORTED BACK TO THEIR COUNTIES OF ORIGIN. WE WANT PEOPLE TO COME INTO OUR COUNTRY, BUT THEY MUST LOVE OUR NATION, AND COME IN LEGALLY AND THROUGH A SYSTEM OF MERIT. THE WORLD IS LAUGHING AT US AS FOOLS, THEY ARE STEALING OUR JOBS AND OUR WEALTH. WE CANNOT LET THEM LAUGH ANY LONGER. MAKE AMERICA GREAT AGAIN!",https://x.com/realDonaldTrump/status/1835717973069197484,Final Answer: mostly-false,"the statement includes some factual references but is largely composed of exaggerated and unsubstantiated claims, leading to a misleading portrayal of the issues discussed."
2024.09.17,31200000,24000,58000,520000,5500,"I would like to thank everyone for your concern and well wishes - It was certainly an interesting day! Most importantly, I want to thank the U.S. Secret Service, Sheriff Ric Bradshaw and his Office of brave and dedicated Patriots, and, all of Law Enforcement, for the incredible job done today at Trump International in keeping me, as the 45th President of the United States, and the Republican Nominee in the upcoming Presidential Election, SAFE. THE JOB DONE WAS ABSOLUTELY OUTSTANDING. I AM VERY PROUD TO BE AN AMERICAN!",https://x.com/realDonaldTrump/status/1835717567907787035,Final Answer: true,"the statement accurately describes the assassination attempt on September 15, 2024, and the effective response by the U.S. Secret Service and local law enforcement."
